iter	Passed	Remaining
910	3513	343
911	3518	339
912	3523	335
913	3528	331
914	3533	328
915	3537	324
916	3542	320
917	3546	316
918	3550	312
919	3554	309
920	3558	305
921	3562	301
922	3566	297
923	3570	293
924	3574	289
925	3578	285
926	3581	282
927	3584	278
928	3588	274
929	3591	270
930	3595	266
931	3598	262
932	3602	258
933	3606	254
934	3609	250
935	3612	247
936	3616	243
937	3620	239
938	3624	235
939	3628	231
940	3631	227
941	3635	223
942	3638	219
943	3642	216
944	3645	212
945	3648	208
946	3652	204
947	3655	200
948	3659	196
949	3662	192
950	3665	188
951	3669	185
952	3672	181
953	3675	177
954	3679	173
955	3682	169
956	3686	165
957	3689	161
958	3693	157
959	3697	154
960	3701	150
961	3704	146
962	3708	142
963	3712	138
964	3715	134
965	3718	130
966	3722	127
967	3725	123
968	3729	119
969	3732	115
970	3736	111
971	3741	107
972	3745	103
973	3750	100
974	3754	96
975	3758	92
976	3762	88
977	3765	84
978	3770	80
979	3775	77
980	3779	73
981	3783	69
982	3786	65
983	3791	61
984	3795	57
985	3798	53
986	3802	50
987	3806	46
988	3810	42
989	3814	38
990	3818	34
991	3822	30
992	3826	26
993	3830	23
994	3835	19
995	3839	15
996	3844	11
997	3847	7
998	3853	3
999	3857	0
