iter	Passed	Remaining
452	4898	5914
453	4907	5902
454	4914	5887
455	4923	5874
456	4932	5860
457	4941	5847
458	4953	5837
459	4963	5827
460	4973	5814
461	4983	5802
462	4991	5789
463	5003	5779
464	5012	5766
465	5019	5752
466	5027	5737
467	5033	5721
468	5043	5710
469	5054	5700
470	5066	5690
471	5079	5681
472	5087	5668
473	5099	5658
474	5109	5647
475	5117	5634
476	5127	5621
477	5136	5609
478	5144	5595
479	5153	5583
480	5161	5569
481	5171	5557
482	5185	5550
483	5194	5538
484	5204	5526
485	5213	5513
486	5224	5503
487	5234	5491
488	5242	5478
489	5252	5466
490	5263	5456
491	5273	5445
492	5284	5434
493	5297	5426
494	5304	5411
495	5313	5399
496	5322	5387
497	5333	5376
498	5342	5363
499	5351	5351
500	5361	5340
501	5372	5329
502	5384	5320
503	5394	5308
504	5404	5297
505	5413	5284
506	5419	5270
507	5430	5259
508	5442	5250
509	5451	5237
510	5460	5225
511	5473	5216
512	5483	5206
513	5494	5195
514	5504	5184
515	5514	5172
516	5519	5156
517	5531	5146
518	5541	5136
519	5550	5123
520	5561	5112
521	5569	5099
522	5582	5091
523	5592	5080
524	5603	5069
525	5612	5057
526	5620	5044
527	5629	5032
528	5637	5019
529	5645	5006
530	5656	4995
531	5666	4984
532	5676	4973
533	5689	4965
534	5699	4954
535	5707	4940
536	5717	4929
537	5727	4918
538	5737	4907
539	5747	4895
540	5756	4883
541	5767	4874
542	5777	4862
543	5787	4851
544	5795	4838
545	5806	4828
546	5815	4816
547	5824	4804
548	5836	4794
549	5848	4785
550	5859	4775
551	5870	4764
552	5881	4753
553	5892	4743
554	5902	4732
555	5914	4722
556	5926	4713
557	5936	4702
558	5945	4690
559	5956	4679
560	5967	4669
561	5978	4659
562	5987	4647
563	5998	4637
564	6005	4624
565	6015	4612
566	6026	4601
567	6037	4592
568	6046	4579
569	6055	4568
570	6066	4557
571	6078	4548
572	6090	4538
573	6101	4528
574	6111	4516
575	6122	4507
576	6132	4495
577	6144	4486
578	6155	4475
579	6165	4464
580	6173	4452
581	6182	4440
582	6192	4429
583	6199	4416
584	6209	4405
585	6220	4395
586	6229	4383
587	6239	4371
588	6250	4361
589	6258	4348
590	6268	4337
591	6279	4327
592	6289	4316
593	6300	4306
594	6311	4296
595	6319	4283
596	6329	4272
597	6339	4261
598	6350	4251
599	6360	4240
600	6369	4228
601	6380	4218
602	6393	4209
603	6405	4199
604	6416	4189
605	6427	4179
606	6437	4167
607	6445	4155
608	6454	4143
609	6462	4131
610	6472	4120
611	6483	4110
612	6496	4101
613	6505	4089
614	6516	4079
615	6525	4067
616	6534	4056
617	6547	4047
618	6557	4036
619	6565	4023
620	6577	4014
621	6589	4004
622	6598	3993
623	6608	3981
624	6618	3971
625	6629	3960
626	6639	3949
627	6649	3938
628	6658	3927
629	6669	3917
630	6680	3906
631	6690	3895
632	6701	3885
633	6710	3873
634	6720	3863
635	6731	3852
636	6744	3843
637	6754	3832
638	6766	3822
639	6776	3811
640	6787	3801
641	6797	3790
642	6806	3779
643	6816	3768
644	6825	3756
645	6835	3745
646	6846	3735
647	6856	3724
648	6867	3713
649	6875	3701
650	6885	3691
651	6895	3680
652	6905	3669
653	6915	3658
654	6924	3647
655	6936	3637
656	6948	3627
657	6959	3617
658	6971	3607
659	6982	3597
660	6993	3586
661	7002	3575
662	7012	3564
663	7022	3553
664	7033	3543
665	7041	3531
666	7052	3521
667	7062	3510
668	7072	3499
669	7082	3488
670	7091	3477
671	7103	3467
672	7114	3457
673	7125	3446
674	7135	3435
675	7146	3425
676	7158	3415
677	7169	3404
678	7180	3394
679	7193	3385
680	7203	3374
681	7215	3364
682	7229	3355
683	7240	3344
684	7251	3334
685	7262	3324
686	7272	3313
687	7282	3302
688	7292	3291
689	7300	3279
690	7311	3269
691	7324	3260
692	7332	3248
693	7342	3237
694	7353	3227
695	7363	3216
696	7374	3205
697	7386	3195
698	7399	3186
699	7410	3176
700	7418	3164
701	7429	3153
702	7440	3143
703	7449	3132
704	7460	3121
705	7469	3110
706	7480	3099
707	7492	3089
708	7503	3079
709	7515	3069
710	7523	3057
711	7532	3046
712	7542	3035
713	7551	3024
714	7563	3014
715	7574	3004
716	7585	2993
717	7595	2983
718	7607	2973
719	7616	2962
720	7627	2951
721	7638	2941
722	7651	2931
723	7660	2920
724	7670	2909
725	7680	2898
726	7692	2888
727	7702	2877
728	7710	2866
729	7719	2855
730	7730	2844
731	7742	2834
732	7753	2824
733	7764	2813
734	7774	2803
735	7786	2792
736	7799	2783
737	7809	2772
738	7819	2761
739	7831	2751
740	7841	2740
741	7851	2730
742	7863	2720
743	7873	2709
744	7884	2698
745	7892	2687
746	7903	2676
747	7913	2665
748	7922	2654
749	7932	2644
750	7943	2633
751	7953	2623
752	7964	2612
753	7973	2601
754	7981	2589
755	7992	2579
756	8002	2568
757	8010	2557
758	8019	2546
759	8030	2536
760	8040	2525
761	8050	2514
762	8057	2502
763	8070	2493
764	8080	2482
765	8090	2471
766	8098	2460
767	8107	2449
768	8116	2438
769	8129	2428
770	8139	2417
771	8150	2407
772	8161	2396
773	8170	2385
774	8181	2375
775	8190	2364
776	8203	2354
777	8209	2342
778	8220	2332
779	8230	2321
780	8240	2310
781	8251	2300
782	8261	2289
783	8271	2279
784	8281	2268
785	8291	2257
786	8303	2247
787	8311	2236
788	8324	2226
789	8336	2215
790	8346	2205
791	8355	2194
792	8365	2183
793	8376	2173
794	8386	2162
795	8397	2152
796	8407	2141
797	8416	2130
798	8426	2119
799	8437	2109
800	8447	2098
801	8459	2088
802	8471	2078
803	8478	2066
804	8487	2055
805	8498	2045
806	8509	2035
807	8520	2024
808	8530	2014
809	8540	2003
810	8550	1992
811	8560	1981
812	8569	1971
813	8580	1960
814	8591	1950
815	8603	1939
816	8614	1929
817	8623	1918
818	8635	1908
819	8643	1897
820	8651	1886
821	8662	1875
822	8671	1864
823	8681	1854
824	8691	1843
825	8701	1832
826	8712	1822
827	8720	1811
828	8729	1800
829	8738	1789
830	8752	1779
831	8757	1768
832	8768	1757
833	8779	1747
834	8790	1737
835	8799	1726
836	8813	1716
837	8822	1705
838	8834	1695
839	8843	1684
840	8854	1674
841	8865	1663
842	8874	1652
843	8884	1642
844	8892	1631
845	8902	1620
846	8912	1609
847	8920	1599
848	8930	1588
849	8941	1577
850	8955	1567
851	8967	1557
852	8978	1547
853	8988	1536
854	8996	1525
855	9007	1515
856	9017	1504
857	9027	1494
858	9038	1483
859	9051	1473
860	9061	1462
861	9069	1451
862	9078	1441
863	9086	1430
864	9096	1419
865	9109	1409
866	9121	1399
867	9131	1388
868	9144	1378
869	9156	1368
870	9168	1357
871	9181	1347
872	9188	1336
873	9199	1326
874	9207	1315
875	9217	1304
876	9227	1294
877	9239	1283
878	9248	1273
879	9256	1262
880	9268	1251
881	9279	1241
882	9289	1230
883	9298	1220
884	9308	1209
885	9320	1199
886	9329	1188
887	9340	1178
888	9350	1167
889	9363	1157
890	9374	1146
891	9385	1136
892	9396	1125
893	9405	1115
894	9414	1104
895	9426	1094
896	9436	1083
897	9445	1072
898	9455	1062
899	9465	1051
900	9476	1041
901	9486	1030
902	9495	1020
903	9506	1009
904	9514	998
905	9523	988
906	9531	977
907	9542	966
908	9552	956
909	9563	945
910	9576	935
911	9587	925
912	9598	914
913	9609	904
914	9618	893
915	9626	882
916	9638	872
917	9649	861
918	9658	851
919	9669	840
920	9680	830
921	9692	819
922	9704	809
923	9713	798
924	9722	788
925	9733	777
926	9743	767
927	9754	756
928	9765	746
929	9774	735
930	9786	725
931	9798	714
932	9808	704
933	9820	693
934	9831	683
935	9840	672
936	9849	662
937	9857	651
938	9866	640
939	9876	630
940	9886	619
941	9896	609
942	9904	598
943	9914	588
944	9926	577
945	9937	567
946	9948	556
947	9961	546
948	9971	535
949	9983	525
950	9993	514
951	10002	504
952	10013	493
953	10024	483
954	10034	472
955	10045	462
956	10058	451
957	10068	441
958	10079	430
959	10090	420
960	10100	409
961	10112	399
962	10122	388
963	10132	378
964	10141	367
965	10150	357
966	10162	346
967	10172	336
968	10182	325
969	10192	315
970	10199	304
971	10210	294
972	10221	283
973	10229	273
974	10240	262
975	10248	252
976	10258	241
977	10270	231
978	10279	220
979	10287	209
980	10298	199
981	10309	188
982	10320	178
983	10330	167
984	10341	157
985	10351	146
986	10361	136
987	10370	125
988	10379	115
989	10390	104
990	10401	94
991	10410	83
992	10421	73
993	10434	62
994	10445	52
995	10454	41
996	10465	31
997	10477	20
998	10487	10
999	10495	0
