iter	Logloss
879	0.2279042969
880	0.2278974304
881	0.227886261
882	0.2278826752
883	0.2278782196
884	0.2278694763
885	0.2278634644
886	0.2278558044
887	0.2278432007
888	0.2278292236
889	0.2278224792
890	0.2278158417
891	0.2278052063
892	0.2277917786
893	0.2277805481
894	0.227770813
895	0.2277650452
896	0.2277529602
897	0.2277457733
898	0.2277387848
899	0.2277323761
900	0.2277258453
901	0.2277236786
902	0.2277207794
903	0.2277069702
904	0.227693634
905	0.2276860504
906	0.2276771393
907	0.2276719971
908	0.2276663361
909	0.2276582489
910	0.227651001
911	0.2276462708
912	0.227639267
913	0.2276361694
914	0.2276328888
915	0.2276284027
916	0.2276198425
917	0.2276130981
918	0.2276032715
919	0.2275992584
920	0.2275975037
921	0.227585907
922	0.2275800171
923	0.2275700684
924	0.2275614014
925	0.2275483704
926	0.2275453186
927	0.2275406189
928	0.2275328979
929	0.2275297089
930	0.227522583
931	0.2275145721
932	0.2275102844
933	0.2275010986
934	0.2274962311
935	0.2274933929
936	0.2274830017
937	0.2274797821
938	0.2274766541
939	0.2274730835
940	0.2274654236
941	0.2274597321
942	0.2274515839
943	0.227445282
944	0.2274382477
945	0.2274297485
946	0.2274250183
947	0.2274176331
948	0.2274109802
949	0.2274023132
950	0.2273966522
951	0.2273882141
952	0.2273823242
953	0.2273772736
954	0.2273718567
955	0.2273664246
956	0.2273573914
957	0.2273500671
958	0.2273395996
959	0.2273329468
960	0.2273303375
961	0.2273239288
962	0.2273150482
963	0.2273126221
964	0.2273067169
965	0.2273006897
966	0.2272930298
967	0.2272845306
968	0.2272770386
969	0.2272713928
970	0.2272664185
971	0.2272615051
972	0.2272545624
973	0.2272460632
974	0.2272365265
975	0.2272282257
976	0.2272217102
977	0.2272142639
978	0.2272093506
979	0.227204834
980	0.2271953583
981	0.2271905212
982	0.2271873322
983	0.2271810913
984	0.2271713562
985	0.2271665497
986	0.2271605225
987	0.2271574402
988	0.2271534729
989	0.2271470032
990	0.2271424866
991	0.2271386108
992	0.2271313782
993	0.2271274109
994	0.2271210632
995	0.2271141815
996	0.2271090393
997	0.2271041565
998	0.227100296
999	0.2270960693
